"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","regulation_of_immune_system_processes","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defense_response","regulation_of_defense_response","leukocyte_proliferation"
"GO:0007040","GO:0007040","GO:0007040","lysosome organization",58,0.564703790595353,1.93715156043089,0.000107206587867984,0.00427317518013053,0.00371147953320739,2743,"tags=48%, list=23%, signal=37%","ENSG00000120280/ENSG00000177628/ENSG00000179331/ENSG00000188906/ENSG00000166340/ENSG00000112561/ENSG00000049860/ENSG00000131238/ENSG00000138760/ENSG00000143553/ENSG00000102805/ENSG00000164961/ENSG00000104142/ENSG00000165029/ENSG00000146352/ENSG00000101955/ENSG00000100099/ENSG00000111670/ENSG00000188603/ENSG00000103174/ENSG00000104133/ENSG00000132842/ENSG00000244045/ENSG00000149357/ENSG00000107521/ENSG00000106460/ENSG00000134851/ENSG00000113273","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0080171","GO:0080171","GO:0080171","lytic vacuole organization",58,0.564703790595353,1.93715156043089,0.000107206587867984,0.00427317518013053,0.00371147953320739,2743,"tags=48%, list=23%, signal=37%","ENSG00000120280/ENSG00000177628/ENSG00000179331/ENSG00000188906/ENSG00000166340/ENSG00000112561/ENSG00000049860/ENSG00000131238/ENSG00000138760/ENSG00000143553/ENSG00000102805/ENSG00000164961/ENSG00000104142/ENSG00000165029/ENSG00000146352/ENSG00000101955/ENSG00000100099/ENSG00000111670/ENSG00000188603/ENSG00000103174/ENSG00000104133/ENSG00000132842/ENSG00000244045/ENSG00000149357/ENSG00000107521/ENSG00000106460/ENSG00000134851/ENSG00000113273","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034698","GO:0034698","GO:0034698","response to gonadotropin",19,-0.802098658367343,-1.86058964873333,0.000146084067907754,0.0056148454957973,0.00487679143992802,570,"tags=37%, list=5%, signal=35%","ENSG00000170820/ENSG00000122641/ENSG00000147465/ENSG00000112972/ENSG00000145386/ENSG00000105641/ENSG00000125618","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042060","GO:0042060","GO:0042060","wound healing",347,0.319232910863673,1.44279771081237,0.000158060812103208,0.00594772888061092,0.00516591833447363,1601,"tags=22%, list=14%, signal=20%","ENSG00000213931/ENSG00000244734/ENSG00000143954/ENSG00000274286/ENSG00000178732/ENSG00000124491/ENSG00000169704/ENSG00000162552/ENSG00000142871/ENSG00000113721/ENSG00000115956/ENSG00000132703/ENSG00000137801/ENSG00000196581/ENSG00000158856/ENSG00000069018/ENSG00000160323/ENSG00000169313/ENSG00000124762/ENSG00000143278/ENSG00000134954/ENSG00000183087/ENSG00000137509/ENSG00000110080/ENSG00000109758/ENSG00000043462/ENSG00000141968/ENSG00000164690/ENSG00000154127/ENSG00000189114/ENSG00000184160/ENSG00000149781/ENSG00000138639/ENSG00000167601/ENSG00000164111/ENSG00000166311/ENSG00000166501/ENSG00000185532/ENSG00000142615/ENSG00000070193/ENSG00000165025/ENSG00000153208/ENSG00000103175/ENSG00000196415/ENSG00000150594/ENSG00000185022/ENSG00000108405/ENSG00000110756/ENSG00000198517/ENSG00000004939/ENSG00000111186/ENSG00000121966/ENSG00000076706/ENSG00000128271/ENSG00000182704/ENSG00000186222/ENSG00000006638/ENSG00000101335/ENSG00000135046/ENSG00000128052/ENSG00000157680/ENSG00000204301/ENSG00000144668/ENSG00000100311/ENSG00000088387/ENSG00000105825/ENSG00000088926/ENSG00000024422/ENSG00000171132/ENSG00000159176/ENSG00000160999/ENSG00000154764/ENSG00000100099/ENSG00000065675/ENSG00000197461/ENSG00000135605/ENSG00000096968","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048753","GO:0048753","GO:0048753","pigment granule organization",24,0.720005401036546,2.09817432741291,0.000159733861746395,0.00596894381984272,0.00518434463562861,2555,"tags=75%, list=22%, signal=59%","ENSG00000169554/ENSG00000104164/ENSG00000101850/ENSG00000189114/ENSG00000107165/ENSG00000143553/ENSG00000118508/ENSG00000186222/ENSG00000065000/ENSG00000196072/ENSG00000123892/ENSG00000188428/ENSG00000100099/ENSG00000171791/ENSG00000132842/ENSG00000137177/ENSG00000107521/ENSG00000047579","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0046479","GO:0046479","GO:0046479","glycosphingolipid catabolic process",11,0.852935174796534,2.11692342513503,0.000165210039839947,0.0061310015474397,0.00532510037669232,950,"tags=55%, list=8%, signal=50%","ENSG00000177628/ENSG00000198951/ENSG00000102393/ENSG00000049860/ENSG00000196743/ENSG00000204386","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006687","GO:0006687","GO:0006687","glycosphingolipid metabolic process",51,0.56187476656783,1.90040721847242,0.000171428564367865,0.00631819934838,0.00548769160629646,950,"tags=35%, list=8%, signal=33%","ENSG00000184389/ENSG00000008513/ENSG00000177628/ENSG00000177511/ENSG00000064601/ENSG00000198951/ENSG00000170266/ENSG00000140557/ENSG00000104763/ENSG00000111728/ENSG00000102393/ENSG00000049860/ENSG00000166311/ENSG00000196743/ENSG00000197746/ENSG00000135454/ENSG00000100299/ENSG00000204386","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0032465","GO:0032465","GO:0032465","regulation of cytokinesis",61,-0.623324295314516,-1.78677575453707,0.00017594426337527,0.00639700054879951,0.00555613463290327,567,"tags=25%, list=5%, signal=24%","ENSG00000198901/ENSG00000161800/ENSG00000178999/ENSG00000149503/ENSG00000114346/ENSG00000138182/ENSG00000165891/ENSG00000122966/ENSG00000129173/ENSG00000137807/ENSG00000087586/ENSG00000118193/ENSG00000112984/ENSG00000142731/ENSG00000166851","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051606","GO:0051606","GO:0051606","detection of stimulus",161,-0.52550972398353,-1.65336958353732,0.000179366822063205,0.00647767026524905,0.0056262005648932,2258,"tags=36%, list=19%, signal=29%","ENSG00000143919/ENSG00000180245/ENSG00000111445/ENSG00000021300/ENSG00000109943/ENSG00000126001/ENSG00000156194/ENSG00000149269/ENSG00000061794/ENSG00000115353/ENSG00000137601/ENSG00000125863/ENSG00000163918/ENSG00000143799/ENSG00000163485/ENSG00000062822/ENSG00000112599/ENSG00000132383/ENSG00000130711/ENSG00000182450/ENSG00000132932/ENSG00000049541/ENSG00000130561/ENSG00000124818/ENSG00000160226/ENSG00000198400/ENSG00000106399/ENSG00000180376/ENSG00000130943/ENSG00000104237/ENSG00000128617/ENSG00000095397/ENSG00000116745/ENSG00000083067/ENSG00000117748/ENSG00000133119/ENSG00000067715/ENSG00000129221/ENSG00000132646/ENSG00000112041/ENSG00000198515/ENSG00000155657/ENSG00000173302/ENSG00000134376/ENSG00000102104/ENSG00000186862/ENSG00000086717/ENSG00000143476/ENSG00000149488/ENSG00000277481/ENSG00000060718/ENSG00000135643/ENSG00000105707/ENSG00000106633/ENSG00000129170/ENSG00000120049/ENSG00000116703/ENSG00000056291","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0022412","GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",197,-0.503509158430638,-1.61001559408066,0.000229810956003047,0.00813561022534471,0.0070662094505092,1418,"tags=27%, list=12%, signal=25%","ENSG00000088986/ENSG00000144061/ENSG00000149311/ENSG00000198783/ENSG00000047188/ENSG00000272514/ENSG00000120498/ENSG00000177707/ENSG00000141577/ENSG00000110492/ENSG00000160401/ENSG00000144451/ENSG00000164113/ENSG00000168556/ENSG00000255346/ENSG00000143452/ENSG00000134874/ENSG00000161594/ENSG00000068878/ENSG00000163661/ENSG00000198765/ENSG00000133101/ENSG00000220201/ENSG00000158169/ENSG00000137090/ENSG00000136492/ENSG00000095002/ENSG00000001626/ENSG00000112530/ENSG00000137819/ENSG00000100918/ENSG00000188372/ENSG00000170820/ENSG00000104044/ENSG00000077800/ENSG00000112981/ENSG00000112029/ENSG00000160207/ENSG00000160188/ENSG00000174948/ENSG00000152670/ENSG00000256453/ENSG00000100078/ENSG00000121621/ENSG00000122641/ENSG00000087586/ENSG00000157456/ENSG00000131747/ENSG00000112742/ENSG00000101489/ENSG00000166851/ENSG00000134057/ENSG00000141384/ENSG00000017427","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042147","GO:0042147","GO:0042147","retrograde transport, endosome to Golgi",64,0.516985577806096,1.81137047599912,0.000284274886423457,0.00950113766363118,0.00825224253494703,1987,"tags=34%, list=17%, signal=29%","ENSG00000146966/ENSG00000188906/ENSG00000205302/ENSG00000106266/ENSG00000102805/ENSG00000172803/ENSG00000112335/ENSG00000122490/ENSG00000135823/ENSG00000131374/ENSG00000182484/ENSG00000100568/ENSG00000184014/ENSG00000070371/ENSG00000111237/ENSG00000028528/ENSG00000131381/ENSG00000103978/ENSG00000067208/ENSG00000185722/ENSG00000129515/ENSG00000069329","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0031069","GO:0031069","GO:0031069","hair follicle morphogenesis",20,0.736577959249834,2.09505438956579,0.000348491624174115,0.0112289426927001,0.00975293294253433,1260,"tags=45%, list=11%, signal=40%","ENSG00000171243/ENSG00000178919/ENSG00000124216/ENSG00000164690/ENSG00000070193/ENSG00000148400/ENSG00000134363/ENSG00000165240/ENSG00000164379","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0016241","GO:0016241","GO:0016241","regulation of macroautophagy",134,0.40587312333293,1.62866749022899,0.000360717461984521,0.0115536944222542,0.0100349970627273,2481,"tags=35%, list=21%, signal=28%","ENSG00000177628/ENSG00000080546/ENSG00000061337/ENSG00000188906/ENSG00000134248/ENSG00000113732/ENSG00000188186/ENSG00000172803/ENSG00000047249/ENSG00000167207/ENSG00000159720/ENSG00000136436/ENSG00000023287/ENSG00000103197/ENSG00000100554/ENSG00000117410/ENSG00000114573/ENSG00000147416/ENSG00000136888/ENSG00000177058/ENSG00000128052/ENSG00000104312/ENSG00000141458/ENSG00000123395/ENSG00000115592/ENSG00000109270/ENSG00000150867/ENSG00000116954/ENSG00000083750/ENSG00000188603/ENSG00000169252/ENSG00000176171/ENSG00000100292/ENSG00000129515/ENSG00000069329/ENSG00000143882/ENSG00000204977/ENSG00000116586/ENSG00000198382/ENSG00000069869/ENSG00000163820/ENSG00000033627/ENSG00000171130/ENSG00000155097/ENSG00000130766/ENSG00000107643/ENSG00000149357","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007599","GO:0007599","GO:0007599","hemostasis",225,0.341312914737065,1.46666147949673,0.000365080305932825,0.011624243350441,0.0100962725527359,1601,"tags=25%, list=14%, signal=22%","ENSG00000213931/ENSG00000244734/ENSG00000274286/ENSG00000178732/ENSG00000124491/ENSG00000169704/ENSG00000115956/ENSG00000137801/ENSG00000158856/ENSG00000069018/ENSG00000160323/ENSG00000169313/ENSG00000143278/ENSG00000183087/ENSG00000137509/ENSG00000110080/ENSG00000109758/ENSG00000043462/ENSG00000141968/ENSG00000164690/ENSG00000154127/ENSG00000189114/ENSG00000184160/ENSG00000149781/ENSG00000167601/ENSG00000164111/ENSG00000166501/ENSG00000185532/ENSG00000142615/ENSG00000165025/ENSG00000153208/ENSG00000151702/ENSG00000196415/ENSG00000150594/ENSG00000185022/ENSG00000108405/ENSG00000110756/ENSG00000198517/ENSG00000004939/ENSG00000128271/ENSG00000186222/ENSG00000006638/ENSG00000101335/ENSG00000157680/ENSG00000100311/ENSG00000088387/ENSG00000105825/ENSG00000088926/ENSG00000024422/ENSG00000171132/ENSG00000159176/ENSG00000160999/ENSG00000100099/ENSG00000065675/ENSG00000197461/ENSG00000135605/ENSG00000096968","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050817","GO:0050817","GO:0050817","coagulation",223,0.342507117001501,1.4691832576527,0.000374007452613097,0.011838435897124,0.0102823101523353,1601,"tags=25%, list=14%, signal=22%","ENSG00000213931/ENSG00000244734/ENSG00000274286/ENSG00000178732/ENSG00000124491/ENSG00000169704/ENSG00000115956/ENSG00000137801/ENSG00000158856/ENSG00000069018/ENSG00000160323/ENSG00000169313/ENSG00000143278/ENSG00000183087/ENSG00000137509/ENSG00000110080/ENSG00000109758/ENSG00000043462/ENSG00000141968/ENSG00000164690/ENSG00000154127/ENSG00000189114/ENSG00000184160/ENSG00000149781/ENSG00000167601/ENSG00000164111/ENSG00000166501/ENSG00000185532/ENSG00000142615/ENSG00000165025/ENSG00000153208/ENSG00000196415/ENSG00000150594/ENSG00000185022/ENSG00000108405/ENSG00000110756/ENSG00000198517/ENSG00000004939/ENSG00000128271/ENSG00000186222/ENSG00000006638/ENSG00000101335/ENSG00000157680/ENSG00000100311/ENSG00000088387/ENSG00000105825/ENSG00000088926/ENSG00000024422/ENSG00000171132/ENSG00000159176/ENSG00000160999/ENSG00000100099/ENSG00000065675/ENSG00000197461/ENSG00000135605/ENSG00000096968","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007252","GO:0007252","GO:0007252","I-kappaB phosphorylation",12,0.817418061708771,2.05413690671193,0.000385074053071963,0.0120469969743037,0.0104634565216617,2,"tags=8%, list=0%, signal=8%","ENSG00000196664","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0071371","GO:0071371","GO:0071371","cellular response to gonadotropin stimulus",13,-0.847115766180057,-1.82232147068023,0.00038972830824478,0.0121166559985703,0.0105239590828651,570,"tags=54%, list=5%, signal=51%","ENSG00000170820/ENSG00000122641/ENSG00000147465/ENSG00000112972/ENSG00000145386/ENSG00000105641/ENSG00000125618","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0035924","GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus",49,0.554397512661872,1.85180526291377,0.000392890078995448,0.0121166559985703,0.0105239590828651,1228,"tags=29%, list=10%, signal=26%","ENSG00000183287/ENSG00000113721/ENSG00000037280/ENSG00000176170/ENSG00000119630/ENSG00000162692/ENSG00000179388/ENSG00000128917/ENSG00000054598/ENSG00000099250/ENSG00000148400/ENSG00000156140/ENSG00000135046/ENSG00000128052","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0010927","GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis",70,-0.599629872696415,-1.7372185526044,0.000404560936415984,0.0123689909025819,0.0107431253450178,622,"tags=16%, list=5%, signal=15%","ENSG00000133392/ENSG00000155657/ENSG00000197893/ENSG00000100078/ENSG00000239474/ENSG00000143632/ENSG00000143318/ENSG00000122367/ENSG00000129170/ENSG00000177791/ENSG00000166317","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050920","GO:0050920","GO:0050920","regulation of chemotaxis",149,0.378311134309492,1.55226457871413,0.000410834483517122,0.0124898325186759,0.0108480827048232,1273,"tags=26%, list=11%, signal=23%","ENSG00000185652/ENSG00000113721/ENSG00000150455/ENSG00000137801/ENSG00000119630/ENSG00000134830/ENSG00000100600/ENSG00000137285/ENSG00000133789/ENSG00000169313/ENSG00000169508/ENSG00000146242/ENSG00000145147/ENSG00000198121/ENSG00000183087/ENSG00000089060/ENSG00000174600/ENSG00000075213/ENSG00000099250/ENSG00000127129/ENSG00000138623/ENSG00000170962/ENSG00000182578/ENSG00000166923/ENSG00000070193/ENSG00000185033/ENSG00000148400/ENSG00000153993/ENSG00000167207/ENSG00000125266/ENSG00000121966/ENSG00000107562/ENSG00000128340/ENSG00000120129/ENSG00000204472/ENSG00000168758/ENSG00000128052/ENSG00000100311","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0062012","GO:0062012","GO:0062012","regulation of small molecule metabolic process",329,-0.446987516249895,-1.46248802275063,0.000453844001720652,0.0134673876012848,0.0116971411985063,2801,"tags=36%, list=24%, signal=28%","ENSG00000161057/ENSG00000047410/ENSG00000222028/ENSG00000080493/ENSG00000102900/ENSG00000115758/ENSG00000120837/ENSG00000124713/ENSG00000072310/ENSG00000153086/ENSG00000141510/ENSG00000096717/ENSG00000181019/ENSG00000082701/ENSG00000205629/ENSG00000165916/ENSG00000114650/ENSG00000058804/ENSG00000155561/ENSG00000108671/ENSG00000154611/ENSG00000115361/ENSG00000069248/ENSG00000277791/ENSG00000213024/ENSG00000108344/ENSG00000100902/ENSG00000165280/ENSG00000103254/ENSG00000168389/ENSG00000063176/ENSG00000189403/ENSG00000114859/ENSG00000100519/ENSG00000084073/ENSG00000157020/ENSG00000089250/ENSG00000113569/ENSG00000067992/ENSG00000058668/ENSG00000008018/ENSG00000175166/ENSG00000084734/ENSG00000173208/ENSG00000099341/ENSG00000168209/ENSG00000136930/ENSG00000163344/ENSG00000163002/ENSG00000143799/ENSG00000126067/ENSG00000111664/ENSG00000112599/ENSG00000041357/ENSG00000131467/ENSG00000103035/ENSG00000062282/ENSG00000100567/ENSG00000143106/ENSG00000156521/ENSG00000130203/ENSG00000166260/ENSG00000108559/ENSG00000278540/ENSG00000185627/ENSG00000083535/ENSG00000167244/ENSG00000115233/ENSG00000111684/ENSG00000184207/ENSG00000219607/ENSG00000173692/ENSG00000013275/ENSG00000172893/ENSG00000087191/ENSG00000235608/ENSG00000198911/ENSG00000167114/ENSG00000170522/ENSG00000068878/ENSG00000125398/ENSG00000093000/ENSG00000118137/ENSG00000173531/ENSG00000075188/ENSG00000132376/ENSG00000170525/ENSG00000100003/ENSG00000109929/ENSG00000171631/ENSG00000099194/ENSG00000120738/ENSG00000084674/ENSG00000012660/ENSG00000113161/ENSG00000167910/ENSG00000167508/ENSG00000115687/ENSG00000115263/ENSG00000169710/ENSG00000187097/ENSG00000079459/ENSG00000111537/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000100078/ENSG00000147465/ENSG00000001630/ENSG00000112972/ENSG00000248746/ENSG00000106633/ENSG00000160285/ENSG00000119715/ENSG00000017427/ENSG00000104549/ENSG00000073734","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1901615","GO:1901615","GO:1901615","organic hydroxy compound metabolic process",395,-0.434627965439221,-1.43600131299641,0.000455232698602451,0.0134673876012848,0.0116971411985063,1761,"tags=24%, list=15%, signal=21%","ENSG00000145476/ENSG00000163344/ENSG00000118972/ENSG00000122787/ENSG00000111664/ENSG00000176928/ENSG00000153982/ENSG00000166816/ENSG00000172269/ENSG00000003987/ENSG00000057252/ENSG00000062282/ENSG00000213398/ENSG00000130203/ENSG00000006007/ENSG00000278540/ENSG00000101365/ENSG00000078124/ENSG00000180432/ENSG00000111684/ENSG00000105398/ENSG00000108479/ENSG00000184207/ENSG00000172893/ENSG00000103876/ENSG00000100889/ENSG00000211452/ENSG00000015520/ENSG00000198911/ENSG00000166228/ENSG00000131910/ENSG00000170522/ENSG00000173597/ENSG00000228716/ENSG00000099377/ENSG00000170271/ENSG00000132437/ENSG00000006025/ENSG00000118137/ENSG00000143815/ENSG00000198743/ENSG00000132196/ENSG00000188467/ENSG00000132376/ENSG00000162496/ENSG00000100003/ENSG00000109929/ENSG00000171631/ENSG00000116745/ENSG00000131979/ENSG00000099194/ENSG00000135069/ENSG00000001626/ENSG00000132855/ENSG00000084674/ENSG00000148377/ENSG00000113161/ENSG00000167910/ENSG00000167508/ENSG00000153234/ENSG00000171759/ENSG00000104044/ENSG00000166394/ENSG00000184845/ENSG00000134333/ENSG00000139155/ENSG00000169710/ENSG00000205808/ENSG00000137869/ENSG00000079459/ENSG00000100253/ENSG00000184154/ENSG00000111537/ENSG00000147383/ENSG00000116133/ENSG00000147155/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000147465/ENSG00000001630/ENSG00000123179/ENSG00000112972/ENSG00000052802/ENSG00000248746/ENSG00000133935/ENSG00000105707/ENSG00000160285/ENSG00000197406/ENSG00000017427/ENSG00000104549/ENSG00000105641/ENSG00000073734/ENSG00000125618/ENSG00000127838","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0099633","GO:0099633","GO:0099633","protein localization to postsynaptic specialization membrane",17,-0.795432891370079,-1.81887724293893,0.000455503539013906,0.0134673876012848,0.0116971411985063,502,"tags=29%, list=4%, signal=28%","ENSG00000132535/ENSG00000171723/ENSG00000006116/ENSG00000105605/ENSG00000166862","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0099645","GO:0099645","GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane",17,-0.795432891370079,-1.81887724293893,0.000455503539013906,0.0134673876012848,0.0116971411985063,502,"tags=29%, list=4%, signal=28%","ENSG00000132535/ENSG00000171723/ENSG00000006116/ENSG00000105605/ENSG00000166862","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001539","GO:0001539","GO:0001539","cilium or flagellum-dependent cell motility",63,-0.604443417020877,-1.73649603712665,0.000537446844142878,0.0153829865336852,0.0133609405822753,2017,"tags=54%, list=17%, signal=45%","ENSG00000179636/ENSG00000140463/ENSG00000058668/ENSG00000154429/ENSG00000164038/ENSG00000115353/ENSG00000125863/ENSG00000181378/ENSG00000162643/ENSG00000158486/ENSG00000166171/ENSG00000141519/ENSG00000272514/ENSG00000100346/ENSG00000146221/ENSG00000039139/ENSG00000284862/ENSG00000141577/ENSG00000160401/ENSG00000144451/ENSG00000168556/ENSG00000165506/ENSG00000122735/ENSG00000096093/ENSG00000172426/ENSG00000141013/ENSG00000080572/ENSG00000084674/ENSG00000132681/ENSG00000131044/ENSG00000152670/ENSG00000167858/ENSG00000100078/ENSG00000158023","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0060285","GO:0060285","GO:0060285","cilium-dependent cell motility",63,-0.604443417020877,-1.73649603712665,0.000537446844142878,0.0153829865336852,0.0133609405822753,2017,"tags=54%, list=17%, signal=45%","ENSG00000179636/ENSG00000140463/ENSG00000058668/ENSG00000154429/ENSG00000164038/ENSG00000115353/ENSG00000125863/ENSG00000181378/ENSG00000162643/ENSG00000158486/ENSG00000166171/ENSG00000141519/ENSG00000272514/ENSG00000100346/ENSG00000146221/ENSG00000039139/ENSG00000284862/ENSG00000141577/ENSG00000160401/ENSG00000144451/ENSG00000168556/ENSG00000165506/ENSG00000122735/ENSG00000096093/ENSG00000172426/ENSG00000141013/ENSG00000080572/ENSG00000084674/ENSG00000132681/ENSG00000131044/ENSG00000152670/ENSG00000167858/ENSG00000100078/ENSG00000158023","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002521","GO:0002521","GO:0002521","leukocyte differentiation",320,0.312510983358634,1.39077895193681,0.000569306116408452,0.0162086572084332,0.0140780794032499,1743,"tags=26%, list=15%, signal=23%","ENSG00000105369/ENSG00000162367/ENSG00000162552/ENSG00000149635/ENSG00000132703/ENSG00000115232/ENSG00000159216/ENSG00000008513/ENSG00000162692/ENSG00000122592/ENSG00000131188/ENSG00000174004/ENSG00000170345/ENSG00000129993/ENSG00000179388/ENSG00000169508/ENSG00000177628/ENSG00000183087/ENSG00000159189/ENSG00000128606/ENSG00000128917/ENSG00000141968/ENSG00000010671/ENSG00000127951/ENSG00000153551/ENSG00000164690/ENSG00000154127/ENSG00000134321/ENSG00000168918/ENSG00000136997/ENSG00000106003/ENSG00000167601/ENSG00000110719/ENSG00000152518/ENSG00000182578/ENSG00000066336/ENSG00000165025/ENSG00000153208/ENSG00000171522/ENSG00000173585/ENSG00000119919/ENSG00000056586/ENSG00000033327/ENSG00000130584/ENSG00000196415/ENSG00000173334/ENSG00000135047/ENSG00000077585/ENSG00000140968/ENSG00000107957/ENSG00000137265/ENSG00000110651/ENSG00000172216/ENSG00000161031/ENSG00000165240/ENSG00000141655/ENSG00000119457/ENSG00000135905/ENSG00000184916/ENSG00000048052/ENSG00000124126/ENSG00000123685/ENSG00000065000/ENSG00000197046/ENSG00000135046/ENSG00000145022/ENSG00000100060/ENSG00000167604/ENSG00000134516/ENSG00000104312/ENSG00000092067/ENSG00000151651/ENSG00000198286/ENSG00000124253/ENSG00000204103/ENSG00000126353/ENSG00000081087/ENSG00000136630/ENSG00000122122/ENSG00000185811/ENSG00000163513/ENSG00000108175/ENSG00000166147/ENSG00000072274","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0040013","GO:0040013","GO:0040013","negative regulation of locomotion",222,0.335519821659075,1.44568147034758,0.000687790988438234,0.0188562235535144,0.0163776313496031,1821,"tags=30%, list=16%, signal=26%","ENSG00000162552/ENSG00000112175/ENSG00000123612/ENSG00000163686/ENSG00000196090/ENSG00000137801/ENSG00000134830/ENSG00000122592/ENSG00000106991/ENSG00000175471/ENSG00000081189/ENSG00000101280/ENSG00000145147/ENSG00000164938/ENSG00000146674/ENSG00000128917/ENSG00000075213/ENSG00000099250/ENSG00000164690/ENSG00000015413/ENSG00000139146/ENSG00000138623/ENSG00000166923/ENSG00000185532/ENSG00000171522/ENSG00000185033/ENSG00000148400/ENSG00000100065/ENSG00000153993/ENSG00000173334/ENSG00000108187/ENSG00000138061/ENSG00000118689/ENSG00000168675/ENSG00000107562/ENSG00000153233/ENSG00000163217/ENSG00000166780/ENSG00000128271/ENSG00000120129/ENSG00000204472/ENSG00000173269/ENSG00000168758/ENSG00000164741/ENSG00000103034/ENSG00000006638/ENSG00000123384/ENSG00000089820/ENSG00000196369/ENSG00000106511/ENSG00000122707/ENSG00000125249/ENSG00000276644/ENSG00000082684/ENSG00000271447/ENSG00000116044/ENSG00000091879/ENSG00000187391/ENSG00000196104/ENSG00000092421/ENSG00000181467/ENSG00000066056/ENSG00000139567/ENSG00000159167/ENSG00000184113/ENSG00000143537","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
