"Gene.stable.ID","HGNC.symbol","Gene.stable.ID.1"
"ENSNFUG00015009591","ZNF324","ENSG00000083812"
"ENSNFUG00015001606","PPFIA3","ENSG00000177380"
"ENSNFUG00015011531","REG3G","ENSG00000143954"
"ENSNFUG00015011531","REG1A","ENSG00000115386"
"ENSNFUG00015011531","REG1B","ENSG00000172023"
"ENSNFUG00015004557","SULT1B1","ENSG00000173597"
"ENSNFUG00015004557","SULT2A1","ENSG00000105398"
"ENSNFUG00015004557","SULT1A4","ENSG00000213648"
"ENSNFUG00015004557","SULT1A3","ENSG00000261052"
"ENSNFUG00015011799","LNX1","ENSG00000072201"
"ENSNFUG00015004185","GK2","ENSG00000196475"
"ENSNFUG00015004185","GK","ENSG00000198814"
"ENSNFUG00015004185","GK3P","ENSG00000229894"
"ENSNFUG00015020993","RIN1","ENSG00000174791"
"ENSNFUG00015021886","ENPP2","ENSG00000136960"
"ENSNFUG00015017678","MATN3","ENSG00000132031"
"ENSNFUG00015007148","OIT3","ENSG00000138315"
"ENSNFUG00015016863","CIBAR1","ENSG00000188343"
"ENSNFUG00015014707","GDNF","ENSG00000168621"
"ENSNFUG00015009585","OS9","ENSG00000135506"
"ENSNFUG00015011217","ARSF","ENSG00000062096"
"ENSNFUG00015011217","ARSL","ENSG00000157399"
"ENSNFUG00015010741","","ENSG00000264668"
"ENSNFUG00015010741","ZFP41","ENSG00000181638"
"ENSNFUG00015001252","PABIR3","ENSG00000156500"
"ENSNFUG00015001252","PABIR2","ENSG00000156504"
"ENSNFUG00015009017","ZNF296","ENSG00000170684"
"ENSNFUG00015022339","SAT1","ENSG00000130066"
"ENSNFUG00015021855","PLRG1","ENSG00000171566"
"ENSNFUG00015016611","KLHL32","ENSG00000186231"
"ENSNFUG00015003847","TCAP","ENSG00000173991"
"ENSNFUG00015012099","BAG1","ENSG00000107262"
"ENSNFUG00015000283","NR5A1","ENSG00000136931"
"ENSNFUG00015023775","CXCR4","ENSG00000121966"
"ENSNFUG00015003656","TAF7","ENSG00000178913"
"ENSNFUG00015021898","THG1L","ENSG00000113272"
"ENSNFUG00015017861","PRKAR2B","ENSG00000005249"
"ENSNFUG00015014328","SVOP","ENSG00000166111"
"ENSNFUG00015019706","CNTFR","ENSG00000122756"
"ENSNFUG00015009699","IKBKG","ENSG00000269335"
"ENSNFUG00015012924","SP2","ENSG00000167182"
"ENSNFUG00015003202","HIRIP3","ENSG00000149929"
"ENSNFUG00015018476","","ENSG00000248751"
"ENSNFUG00015018476","TBC1D10A","ENSG00000099992"
"ENSNFUG00015010441","CLTA","ENSG00000122705"
"ENSNFUG00015020928","COL26A1","ENSG00000160963"
"ENSNFUG00015019422","LYSMD1","ENSG00000163155"
"ENSNFUG00015018196","PRC1","ENSG00000198901"
"ENSNFUG00015008325","MAP2K1","ENSG00000169032"
"ENSNFUG00015001649","APLF","ENSG00000169621"
"ENSNFUG00015015062","AAMDC","ENSG00000087884"
"ENSNFUG00015004771","URI1","ENSG00000105176"
"ENSNFUG00015010746","MMP15","ENSG00000102996"
"ENSNFUG00015024225","ZNF469","ENSG00000225614"
"ENSNFUG00015023778","GALNT13","ENSG00000144278"
"ENSNFUG00015021895","AIFM1","ENSG00000156709"
"ENSNFUG00015012194","TENM2","ENSG00000145934"
"ENSNFUG00015025393","ROR1","ENSG00000185483"
"ENSNFUG00015013709","HNRNPUL1","ENSG00000105323"
"ENSNFUG00015023713","HNMT","ENSG00000150540"
"ENSNFUG00015020587","","ENSG00000257520"
"ENSNFUG00015020587","NKX2-1","ENSG00000136352"
"ENSNFUG00015020925","SURF4","ENSG00000148248"
"ENSNFUG00015002201","TRAC","ENSG00000277734"
"ENSNFUG00015002201","TRAV1-1","ENSG00000255569"
"ENSNFUG00015002201","TRAV1-2","ENSG00000256553"
"ENSNFUG00015002201","TRAV4","ENSG00000211778"
"ENSNFUG00015002201","TRAV5","ENSG00000211779"
"ENSNFUG00015002732","MSRB3","ENSG00000174099"
"ENSNFUG00015021982","GATM","ENSG00000171766"
"ENSNFUG00015019972","OLFM1","ENSG00000130558"
"ENSNFUG00015018016","RPL7L1","ENSG00000146223"
"ENSNFUG00015010568","SLC12A4","ENSG00000124067"
"ENSNFUG00015006335","ICAM3","ENSG00000076662"
"ENSNFUG00015015695","MAST3","ENSG00000099308"
"ENSNFUG00015010879","TMEM164","ENSG00000157600"
"ENSNFUG00015024623","BTBD11","ENSG00000151136"
"ENSNFUG00015010409","CPSF1","ENSG00000071894"
"ENSNFUG00015004806","IQCB1","ENSG00000173226"
"ENSNFUG00015021105","PGF","ENSG00000119630"
"ENSNFUG00015015681","PINLYP","ENSG00000234465"
"ENSNFUG00015004476","SCX","ENSG00000260428"
"ENSNFUG00015012729","TMEM168","ENSG00000146802"
"ENSNFUG00015023011","DPYD","ENSG00000188641"
"ENSNFUG00015003253","CD79A","ENSG00000105369"
"ENSNFUG00015004413","APOH","ENSG00000091583"
"ENSNFUG00015020806","GSC2","ENSG00000063515"
"ENSNFUG00015001548","SLC30A9","ENSG00000014824"
"ENSNFUG00015024736","URM1","ENSG00000167118"
"ENSNFUG00015018073","MARS1","ENSG00000166986"
"ENSNFUG00015004478","LOXL1","ENSG00000129038"
"ENSNFUG00015004155","SPRED3","ENSG00000188766"
"ENSNFUG00015022247","IRAK1","ENSG00000184216"
"ENSNFUG00015021856","MIX23","ENSG00000160124"
"ENSNFUG00015003655","WNT9B","ENSG00000158955"
"ENSNFUG00015020960","EFR3A","ENSG00000132294"
"ENSNFUG00015006945","CRIP2","ENSG00000182809"
"ENSNFUG00015005837","EDRF1","ENSG00000107938"
"ENSNFUG00015009187","OPN4","ENSG00000122375"
"ENSNFUG00015011538","CNIH2","ENSG00000174871"
"ENSNFUG00015022472","TASOR2","ENSG00000108021"
"ENSNFUG00015021072","NDRG1","ENSG00000104419"
"ENSNFUG00015019082","MAF","ENSG00000178573"
"ENSNFUG00015020196","UTP11","ENSG00000183520"
"ENSNFUG00015014360","RHCG","ENSG00000140519"
"ENSNFUG00015022901","RALYL","ENSG00000184672"
"ENSNFUG00015017671","SF3A1","ENSG00000099995"
"ENSNFUG00015009555","POP1","ENSG00000104356"
"ENSNFUG00015006336","PAPLN","ENSG00000100767"
"ENSNFUG00015015436","RRP36","ENSG00000124541"
"ENSNFUG00015017211","TULP4","ENSG00000130338"
"ENSNFUG00015020771","S100A7","ENSG00000143556"
"ENSNFUG00015020771","S100A7L2","ENSG00000197364"
"ENSNFUG00015020771","S100A8","ENSG00000143546"
"ENSNFUG00015020771","S100A7A","ENSG00000184330"
"ENSNFUG00015010520","REG3G","ENSG00000143954"
"ENSNFUG00015010520","REG1A","ENSG00000115386"
"ENSNFUG00015010520","REG1B","ENSG00000172023"
"ENSNFUG00015001050","TRIP10","ENSG00000125733"
"ENSNFUG00015014326","CCT4","ENSG00000115484"
"ENSNFUG00015020983","AP1B1","ENSG00000100280"
"ENSNFUG00015007362","CKB","ENSG00000166165"
"ENSNFUG00015004158","WHRN","ENSG00000095397"
"ENSNFUG00015016850","LRATD2","ENSG00000168672"
"ENSNFUG00015004181","FEZ2","ENSG00000171055"
"ENSNFUG00015024283","NCOR2","ENSG00000196498"
"ENSNFUG00015002543","CHRM5","ENSG00000184984"
"ENSNFUG00015004073","B3GNT8","ENSG00000177191"
"ENSNFUG00015021888","IRX3","ENSG00000177508"
"ENSNFUG00015002208","EML6","ENSG00000214595"
"ENSNFUG00015012089","ATG9B","ENSG00000181652"
"ENSNFUG00015000293","PSMB7","ENSG00000136930"
"ENSNFUG00015013520","UBA2","ENSG00000126261"
"ENSNFUG00015000304","DELE1","ENSG00000081791"
"ENSNFUG00015019813","FUBP3","ENSG00000107164"
"ENSNFUG00015016162","OSMR","ENSG00000145623"
"ENSNFUG00015016162","","ENSG00000285171"
"ENSNFUG00015016162","IL2RG","ENSG00000147168"
"ENSNFUG00015016162","","ENSG00000258728"
"ENSNFUG00015016162","IL11RA","ENSG00000137070"
"ENSNFUG00015016162","IL12RB1","ENSG00000096996"
"ENSNFUG00015021122","SLC9A2","ENSG00000115616"
"ENSNFUG00015016615","FAM171B","ENSG00000144369"
"ENSNFUG00015021149","RABEPK","ENSG00000136933"
"ENSNFUG00015006067","MANF","ENSG00000145050"
"ENSNFUG00015019327","HSPB9","ENSG00000260325"
"ENSNFUG00015013745","ZNF497","ENSG00000174586"
"ENSNFUG00015013745","CTCFL","ENSG00000124092"
"ENSNFUG00015013745","ZNF282","ENSG00000170265"
"ENSNFUG00015013745","ZNF181","ENSG00000197841"
"ENSNFUG00015013745","ZFP92","ENSG00000189420"
"ENSNFUG00015000658","NPR1","ENSG00000169418"
"ENSNFUG00015023983","ZBTB26","ENSG00000171448"
"ENSNFUG00015005409","PPM1E","ENSG00000175175"
"ENSNFUG00015010043","RNF31","ENSG00000092098"
"ENSNFUG00015010043","","ENSG00000259529"
"ENSNFUG00015010561","SIN3A","ENSG00000169375"
"ENSNFUG00015000681","PLCXD1","ENSG00000182378"
"ENSNFUG00015023016","CPLX3","ENSG00000213578"
"ENSNFUG00015008064","PLA1A","ENSG00000144837"
"ENSNFUG00015018123","TRAF2","ENSG00000127191"
"ENSNFUG00015009523","TAF6","ENSG00000106290"
"ENSNFUG00015019875","DECR1","ENSG00000104325"
"ENSNFUG00015021885","CCDC191","ENSG00000163617"
"ENSNFUG00015012184","GPHA2","ENSG00000149735"
"ENSNFUG00015002205","GSE1","ENSG00000131149"
"ENSNFUG00015020921","MRPS11","ENSG00000181991"
"ENSNFUG00015019405","UNC5A","ENSG00000113763"
"ENSNFUG00015013566","LPIN3","ENSG00000132793"
"ENSNFUG00015001466","SGSH","ENSG00000181523"
"ENSNFUG00015005441","NXF2","ENSG00000269405"
"ENSNFUG00015005441","NXF2B","ENSG00000269437"
"ENSNFUG00015021891","GRAMD1C","ENSG00000178075"
"ENSNFUG00015017868","UBE2J1","ENSG00000198833"
"ENSNFUG00015009344","NUDCD2","ENSG00000170584"
"ENSNFUG00015020597","CAPZA2","ENSG00000198898"
"ENSNFUG00015010167","CALML3","ENSG00000178363"
"ENSNFUG00015010167","CALM3","ENSG00000160014"
"ENSNFUG00015021101","CIAO1","ENSG00000144021"
"ENSNFUG00015022883","DTX3L","ENSG00000163840"
"ENSNFUG00015023196","LARP6","ENSG00000166173"
"ENSNFUG00015003225","CHRNB3","ENSG00000147432"
"ENSNFUG00015000900","TFAP2B","ENSG00000008196"
"ENSNFUG00015018486","AP2S1","ENSG00000042753"
"ENSNFUG00015017559","PCARE","ENSG00000179270"
"ENSNFUG00015000218","CENPI","ENSG00000102384"
"ENSNFUG00015005109","DLGAP3","ENSG00000116544"
"ENSNFUG00015023791","APC2","ENSG00000115266"
"ENSNFUG00015022752","COX7C","ENSG00000127184"
"ENSNFUG00015023002","RARG","ENSG00000172819"
"ENSNFUG00015023539","STEEP1","ENSG00000018610"
"ENSNFUG00015019855","FA2H","ENSG00000103089"
"ENSNFUG00015025311","TMEM125","ENSG00000179178"
"ENSNFUG00015017436","LHX6","ENSG00000106852"
"ENSNFUG00015016653","CFAP43","ENSG00000197748"
"ENSNFUG00015017696","NPR2","ENSG00000159899"
"ENSNFUG00015002314","INO80E","ENSG00000169592"
"ENSNFUG00015006590","TRIM55","ENSG00000147573"
"ENSNFUG00015024216","ARHGAP25","ENSG00000163219"
"ENSNFUG00015013943","SLC33A1","ENSG00000169359"
"ENSNFUG00015013943","","ENSG00000284952"
"ENSNFUG00015002862","SMYD1","ENSG00000115593"
"ENSNFUG00015020631","GLI1","ENSG00000111087"
"ENSNFUG00015001120","DDX42","ENSG00000198231"
"ENSNFUG00015004758","PRDM8","ENSG00000152784"
"ENSNFUG00015010145","NCOA2","ENSG00000140396"
"ENSNFUG00015005362","CALHM5","ENSG00000178033"
"ENSNFUG00015024579","KANSL2","ENSG00000139620"
"ENSNFUG00015014469","MRGBP","ENSG00000101189"
"ENSNFUG00015017514","PRAMEF5","ENSG00000270601"
"ENSNFUG00015017514","PRAMEF33","ENSG00000237700"
"ENSNFUG00015017514","PRAMEF7","ENSG00000204510"
"ENSNFUG00015017514","PRAMEF8","ENSG00000182330"
"ENSNFUG00015010467","ENTPD5","ENSG00000187097"
"ENSNFUG00015000138","EML4","ENSG00000143924"
"ENSNFUG00015018795","PNP","ENSG00000198805"
"ENSNFUG00015002359","ABCB7","ENSG00000131269"
"ENSNFUG00015004915","RTF2","ENSG00000022277"
"ENSNFUG00015012843","CDO1","ENSG00000129596"
"ENSNFUG00015005333","AGK","ENSG00000006530"
"ENSNFUG00015008469","","ENSG00000252022"
"ENSNFUG00015008469","SNORD32B","ENSG00000201330"
"ENSNFUG00015010148","ATP10B","ENSG00000118322"
"ENSNFUG00015001374","RPSA","ENSG00000168028"
"ENSNFUG00015018973","CAMSAP1","ENSG00000130559"
"ENSNFUG00015011084","RGMA","ENSG00000182175"
"ENSNFUG00015001990","BLOC1S3","ENSG00000189114"
"ENSNFUG00015002770","BCKDHB","ENSG00000083123"
"ENSNFUG00015024676","CD200","ENSG00000091972"
"ENSNFUG00015020488","RNF34","ENSG00000170633"
"ENSNFUG00015018200","EBP","ENSG00000147155"
"ENSNFUG00015018200","","ENSG00000286268"
"ENSNFUG00015011845","GSX2","ENSG00000180613"
"ENSNFUG00015006443","IRX1","ENSG00000170549"
"ENSNFUG00015004423","THTPA","ENSG00000259431"
"ENSNFUG00015020796","MSN","ENSG00000147065"
"ENSNFUG00015008316","SNORD18C","ENSG00000199574"
"ENSNFUG00015024865","RABGAP1","ENSG00000011454"
"ENSNFUG00015018093","TOP3B","ENSG00000100038"
"ENSNFUG00015006269","MFSD1","ENSG00000118855"
"ENSNFUG00015004498","TSC1","ENSG00000165699"
"ENSNFUG00015008645","FASTK","ENSG00000164896"
"ENSNFUG00015003138","SNORA65","ENSG00000201302"
"ENSNFUG00015004262","ERLEC1","ENSG00000068912"
"ENSNFUG00015006743","ZNF497","ENSG00000174586"
"ENSNFUG00015006743","CTCFL","ENSG00000124092"
"ENSNFUG00015006743","ZNF282","ENSG00000170265"
"ENSNFUG00015006743","ZNF181","ENSG00000197841"
"ENSNFUG00015006743","ZFP92","ENSG00000189420"
"ENSNFUG00015019903","LSM5","ENSG00000106355"
"ENSNFUG00015018175","TH","ENSG00000180176"
"ENSNFUG00015017691","RFWD3","ENSG00000168411"
"ENSNFUG00015005300","ATF4","ENSG00000128272"
"ENSNFUG00015018458","NFKBIL1","ENSG00000204498"
"ENSNFUG00015015216","MAGT1","ENSG00000102158"
"ENSNFUG00015003613","CPSF3","ENSG00000119203"
"ENSNFUG00015022268","AADAT","ENSG00000109576"
"ENSNFUG00015004178","SLC36A2","ENSG00000186335"
"ENSNFUG00015017685","SHARPIN","ENSG00000179526"
"ENSNFUG00015005607","SLC37A2","ENSG00000134955"
"ENSNFUG00015018481","SYNE2","ENSG00000054654"
"ENSNFUG00015003900","TRIM8","ENSG00000171206"
"ENSNFUG00015023026","HOXB9","ENSG00000170689"
"ENSNFUG00015003218","GPR176","ENSG00000166073"
"ENSNFUG00015004495","","ENSG00000285932"
"ENSNFUG00015004495","COX15","ENSG00000014919"
"ENSNFUG00015020002","BTAF1","ENSG00000095564"
"ENSNFUG00015023916","NPDC1","ENSG00000107281"
"ENSNFUG00015020791","DGCR2","ENSG00000070413"
"ENSNFUG00015020456","CREG2","ENSG00000175874"
"ENSNFUG00015007746","PANX3","ENSG00000154143"
"ENSNFUG00015016762","MPZL2","ENSG00000149573"
"ENSNFUG00015016286","CCDC90B","ENSG00000137500"
"ENSNFUG00015010943","STX4","ENSG00000103496"
"ENSNFUG00015019317","CXCL14","ENSG00000145824"
"ENSNFUG00015004093","NAPA","ENSG00000105402"
"ENSNFUG00015014645","PTPN3","ENSG00000070159"
"ENSNFUG00015004233","DOCK4","ENSG00000128512"
"ENSNFUG00015012989","USP48","ENSG00000090686"
"ENSNFUG00015023756","SLIT1","ENSG00000187122"
"ENSNFUG00015019610","GNRHR","ENSG00000109163"
"ENSNFUG00015004175","AKNA","ENSG00000106948"
"ENSNFUG00015002150","CBLN3","ENSG00000139899"
"ENSNFUG00015021876","IRX6","ENSG00000159387"
"ENSNFUG00015007879","SNX12","ENSG00000147164"
"ENSNFUG00015024933","SLC2A2","ENSG00000163581"
"ENSNFUG00015016367","CACNA2D4","ENSG00000151062"
"ENSNFUG00015019952","ANAPC2","ENSG00000176248"
"ENSNFUG00015018496","TMEM163","ENSG00000152128"
"ENSNFUG00015019851","SNUPN","ENSG00000169371"
"ENSNFUG00015019149","FBXW7","ENSG00000109670"
"ENSNFUG00015005467","SLC12A6","ENSG00000140199"
"ENSNFUG00015021408","","ENSG00000284686"
"ENSNFUG00015021408","PLPP3","ENSG00000162407"
"ENSNFUG00015011724","GADD45A","ENSG00000116717"
"ENSNFUG00015011809","SNORA53","ENSG00000212443"
"ENSNFUG00015015613","ZNF581","ENSG00000171425"
"ENSNFUG00015018364","PAIP1","ENSG00000172239"
"ENSNFUG00015004785","UQCRFS1","ENSG00000169021"
"ENSNFUG00015008646","SLC24A1","ENSG00000074621"
"ENSNFUG00015009254","ADPRH","ENSG00000144843"
"ENSNFUG00015023200","RAMACL","ENSG00000235272"
"ENSNFUG00015023200","RAMAC","ENSG00000169612"
"ENSNFUG00015009139","FLAD1","ENSG00000160688"
"ENSNFUG00015004456","UBL7","ENSG00000138629"
"ENSNFUG00015016288","ZNF609","ENSG00000180357"
"ENSNFUG00015004539","GCH1","ENSG00000131979"
"ENSNFUG00015023973","TMEM128","ENSG00000132406"
"ENSNFUG00015006009","CHRFAM7A","ENSG00000166664"
"ENSNFUG00015006009","CHRNA7","ENSG00000175344"
"ENSNFUG00015010141","GEMIN7","ENSG00000142252"
"ENSNFUG00015009757","NYX","ENSG00000188937"
"ENSNFUG00015019712","AKR1B15","ENSG00000227471"
"ENSNFUG00015019712","AKR1B10","ENSG00000198074"
"ENSNFUG00015012366","AQP9","ENSG00000103569"
"ENSNFUG00015012366","AQP6","ENSG00000086159"
"ENSNFUG00015012366","AQP10","ENSG00000143595"
"ENSNFUG00015009576","MCM3","ENSG00000112118"
"ENSNFUG00015021666","LSM4","ENSG00000130520"
"ENSNFUG00015001244","SERAC1","ENSG00000122335"
"ENSNFUG00015006894","ICAM3","ENSG00000076662"
"ENSNFUG00015023423","PLCG2","ENSG00000197943"
"ENSNFUG00015003676","BAX","ENSG00000087088"
"ENSNFUG00015015273","CSRNP3","ENSG00000178662"
"ENSNFUG00015018002","NTSR1","ENSG00000101188"
"ENSNFUG00015017735","GLG1","ENSG00000090863"
"ENSNFUG00015009219","PGBD4","ENSG00000182405"
"ENSNFUG00015022730","UGT2B10","ENSG00000109181"
"ENSNFUG00015022730","UGT2B11","ENSG00000213759"
"ENSNFUG00015022730","UGT2A1","ENSG00000173610"
"ENSNFUG00015022730","UGT2B28","ENSG00000135226"
"ENSNFUG00015022730","UGT2B7","ENSG00000171234"
"ENSNFUG00015022730","UGT2B4","ENSG00000156096"
"ENSNFUG00015022730","UGT2A3","ENSG00000135220"
"ENSNFUG00015023025","HOXB8","ENSG00000120068"
"ENSNFUG00015012494","HSD17B12","ENSG00000149084"
"ENSNFUG00015009294","CYP19A1","ENSG00000137869"
"ENSNFUG00015004788","CDKN2AIPNL","ENSG00000237190"
"ENSNFUG00015003136","H1-6","ENSG00000187475"
"ENSNFUG00015007745","KIAA1671","ENSG00000197077"
"ENSNFUG00015021003","CHKA","ENSG00000110721"
"ENSNFUG00015020262","CTNNBIP1","ENSG00000178585"
"ENSNFUG00015010814","F2RL2","ENSG00000164220"
"ENSNFUG00015013109","MEGF10","ENSG00000145794"
"ENSNFUG00015024678","PVR","ENSG00000073008"
"ENSNFUG00015024678","NCR3","ENSG00000204475"
"ENSNFUG00015004796","RFTN2","ENSG00000162944"
"ENSNFUG00015022690","PROK2","ENSG00000163421"
"ENSNFUG00015016602","ZW10","ENSG00000086827"
"ENSNFUG00015004488","KITLG","ENSG00000049130"
"ENSNFUG00015000676","CENPK","ENSG00000123219"
"ENSNFUG00015009497","SEPTIN8","ENSG00000164402"
"ENSNFUG00015002132","HGFAC","ENSG00000109758"
"ENSNFUG00015024613","RAPGEF4","ENSG00000091428"
"ENSNFUG00015009637","SULF1","ENSG00000137573"
"ENSNFUG00015023113","ANK1","ENSG00000029534"
"ENSNFUG00015001272","FOXO4","ENSG00000184481"
"ENSNFUG00015021082","WDR77","ENSG00000116455"
"ENSNFUG00015019072","ZFYVE28","ENSG00000159733"
"ENSNFUG00015023455","PDE11A","ENSG00000128655"
"ENSNFUG00015023455","","ENSG00000285188"
"ENSNFUG00015023455","PDE4C","ENSG00000105650"
"ENSNFUG00015017658","SLC7A4","ENSG00000099960"
"ENSNFUG00015014315","IFNGR1","ENSG00000027697"
"ENSNFUG00015017695","MYL7","ENSG00000106631"
"ENSNFUG00015023786","HBS1L","ENSG00000112339"
"ENSNFUG00015023262","FRMPD1","ENSG00000070601"
"ENSNFUG00015004577","SH2D1A","ENSG00000183918"
"ENSNFUG00015008506","RPEL1","ENSG00000235376"
"ENSNFUG00015007043","GRM2","ENSG00000164082"
"ENSNFUG00015023175","LRP1B","ENSG00000168702"
"ENSNFUG00015004485","ABCD2","ENSG00000173208"
"ENSNFUG00015024675","GEMIN8","ENSG00000046647"
"ENSNFUG00015004491","IGDCC4","ENSG00000103742"
"ENSNFUG00015012257","TTC33","ENSG00000113638"
"ENSNFUG00015009457","MAZ","ENSG00000103495"
"ENSNFUG00015020795","PTPRF","ENSG00000142949"
"ENSNFUG00015017253","CNGA2","ENSG00000183862"
"ENSNFUG00015020758","GJD4","ENSG00000177291"
"ENSNFUG00015019412","CA3","ENSG00000164879"
"ENSNFUG00015019412","CA13","ENSG00000185015"
"ENSNFUG00015019412","CA2","ENSG00000104267"
"ENSNFUG00015019412","CA9","ENSG00000107159"
"ENSNFUG00015019412","CA1","ENSG00000133742"
"ENSNFUG00015011657","TYMP","ENSG00000025708"
"ENSNFUG00015023093","CNTNAP3B","ENSG00000154529"
"ENSNFUG00015023093","CNTNAP3","ENSG00000106714"
"ENSNFUG00015014506","SF3A3","ENSG00000183431"
"ENSNFUG00015001165","TULP4","ENSG00000130338"
"ENSNFUG00015014373","INTS8","ENSG00000164941"
"ENSNFUG00015003524","PCDH10","ENSG00000138650"
"ENSNFUG00015008609","ENOPH1","ENSG00000145293"
"ENSNFUG00015020200","FHL3","ENSG00000183386"
"ENSNFUG00015013859","TRAPPC11","ENSG00000168538"
"ENSNFUG00015024135","WDPCP","ENSG00000143951"
"ENSNFUG00015001836","CAPG","ENSG00000042493"
"ENSNFUG00015019896","SIK2","ENSG00000170145"
"ENSNFUG00015011424","CAPN1","ENSG00000014216"
"ENSNFUG00015006046","TNFRSF11B","ENSG00000164761"
"ENSNFUG00015012361","PPIP5K1","ENSG00000168781"
"ENSNFUG00015012024","TP53INP1","ENSG00000164938"
"ENSNFUG00015013674","HESX1","ENSG00000163666"
"ENSNFUG00015023770","RNASE4","ENSG00000258818"
"ENSNFUG00015000268","TMEM35A","ENSG00000126950"
"ENSNFUG00015007349","NEDD8","ENSG00000129559"
"ENSNFUG00015011246","SLC25A28","ENSG00000155287"
"ENSNFUG00015015261","ADCK1","ENSG00000063761"
"ENSNFUG00015002911","HAPLN1","ENSG00000145681"
"ENSNFUG00015008454","SCP2","ENSG00000116171"
"ENSNFUG00015007322","UBA6","ENSG00000033178"
"ENSNFUG00015017853","RNF34","ENSG00000170633"
"ENSNFUG00015009046","AOC1","ENSG00000002726"
"ENSNFUG00015019574","MCTP1","ENSG00000175471"
"ENSNFUG00015012646","ETHE1","ENSG00000105755"
"ENSNFUG00015006624","","ENSG00000230707"
"ENSNFUG00015016106","CASS4","ENSG00000087589"
"ENSNFUG00015022962","PPP1R14D","ENSG00000166143"
"ENSNFUG00015017339","RBM22","ENSG00000086589"
"ENSNFUG00015005864","PABPN1L","ENSG00000205022"
"ENSNFUG00015021938","CARD14","ENSG00000141527"
"ENSNFUG00015002788","ARHGEF39","ENSG00000137135"
"ENSNFUG00015015357","PPIP5K1","ENSG00000168781"
"ENSNFUG00015016412","RMI1","ENSG00000178966"
"ENSNFUG00015014419","HECW2","ENSG00000138411"
"ENSNFUG00015000172","SPZ1","ENSG00000164299"
"ENSNFUG00015008627","SEC31A","ENSG00000138674"
"ENSNFUG00015024008","EXD3","ENSG00000187609"
"ENSNFUG00015006382","MRPL15","ENSG00000137547"
"ENSNFUG00015014320","SPNS1","ENSG00000169682"
"ENSNFUG00015012549","RPL18A","ENSG00000105640"
"ENSNFUG00015001726","VANGL1","ENSG00000173218"
"ENSNFUG00015007684","RNF181","ENSG00000168894"
"ENSNFUG00015012522","SSC5D","ENSG00000179954"
"ENSNFUG00015014079","TMEM167A","ENSG00000174695"
"ENSNFUG00015012897","SBSPON","ENSG00000164764"
"ENSNFUG00015020010","AQP3","ENSG00000165272"
"ENSNFUG00015001783","PRKACG","ENSG00000165059"
"ENSNFUG00015008419","UGT2B10","ENSG00000109181"
"ENSNFUG00015008419","UGT2B11","ENSG00000213759"
"ENSNFUG00015008419","UGT2A1","ENSG00000173610"
"ENSNFUG00015008419","UGT2B28","ENSG00000135226"
"ENSNFUG00015008419","UGT2B7","ENSG00000171234"
"ENSNFUG00015008419","UGT2B4","ENSG00000156096"
"ENSNFUG00015008419","UGT2A3","ENSG00000135220"
"ENSNFUG00015016647","NDST1","ENSG00000070614"
"ENSNFUG00015008174","TMEM82","ENSG00000162460"
"ENSNFUG00015006330","ADAMTS7","ENSG00000136378"
"ENSNFUG00015017103","ROGDI","ENSG00000067836"
"ENSNFUG00015005553","CHPT1","ENSG00000111666"
"ENSNFUG00015002539","SIX2","ENSG00000170577"
"ENSNFUG00015006497","OGFRL1","ENSG00000119900"
"ENSNFUG00015023862","CWF19L1","ENSG00000095485"
"ENSNFUG00015013502","GAL3ST4","ENSG00000197093"
"ENSNFUG00015013039","PNPLA8","ENSG00000135241"
"ENSNFUG00015018644","EPB41L1","ENSG00000088367"
"ENSNFUG00015015397","PYGL","ENSG00000100504"
"ENSNFUG00015019031","PHLDA2","ENSG00000181649"
"ENSNFUG00015018047","MYF5","ENSG00000111049"
"ENSNFUG00015004504","OTOL1","ENSG00000182447"
"ENSNFUG00015018180","TCF23","ENSG00000163792"
"ENSNFUG00015021133","RAB35","ENSG00000111737"
"ENSNFUG00015006797","PML","ENSG00000140464"
"ENSNFUG00015014754","PXDC1","ENSG00000168994"
"ENSNFUG00015010127","DYNC1LI2","ENSG00000135720"
"ENSNFUG00015000912","TMC2","ENSG00000149488"
"ENSNFUG00015017905","NPFFR1","ENSG00000148734"
"ENSNFUG00015015403","JPH3","ENSG00000154118"
"ENSNFUG00015000049","FGFR1OP2","ENSG00000111790"
"ENSNFUG00015021275","ILDR1","ENSG00000145103"
"ENSNFUG00015019285","PINLYP","ENSG00000234465"
"ENSNFUG00015011375","EPN3","ENSG00000049283"
"ENSNFUG00015008037","YME1L1","ENSG00000136758"
"ENSNFUG00015017670","COX6B1","ENSG00000126267"
"ENSNFUG00015010717","ETNPPL","ENSG00000164089"
"ENSNFUG00015018132","MPP5","ENSG00000072415"
"ENSNFUG00015015782","AGTPBP1","ENSG00000135049"
"ENSNFUG00015008297","DCAF12","ENSG00000198876"
"ENSNFUG00015007087","MED6","ENSG00000133997"
"ENSNFUG00015008794","GADD45A","ENSG00000116717"
"ENSNFUG00015011907","BRMS1","ENSG00000174744"
"ENSNFUG00015007140","RENBP","ENSG00000102032"
"ENSNFUG00015002171","SPTAN1","ENSG00000197694"
"ENSNFUG00015020862","","ENSG00000260272"
"ENSNFUG00015020862","TBC1D24","ENSG00000162065"
"ENSNFUG00015017182","SP6","ENSG00000189120"
